customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03111,Male,0,No,No,7,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),111.45,839.42,Yes
CUST-03112,Male,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45.61,690.91,Yes
CUST-03113,Female,0,No,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.37,2189.43,No
CUST-03114,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.06,2092.06,No
CUST-03115,Female,1,No,No,8,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,24.89,192.19,Yes
CUST-03116,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,60.92,1002.38,No
CUST-03117,Male,0,No,Yes,24,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),113.73,2663.31,No
CUST-03118,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,101.38,1293.55,No
CUST-03119,Female,0,Yes,No,34,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),88.66,3249.05,Yes
CUST-03120,Female,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),85.23,906.91,No
CUST-03121,Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),44.23,2203.48,No
CUST-03122,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),21.33,591.82,No
CUST-03123,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,64.12,280.69,No
CUST-03124,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.2,1557.47,No
CUST-03125,Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,54.38,1499.54,Yes
CUST-03126,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),25.48,369.75,No
CUST-03127,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),44.61,48.47,No
CUST-03128,Female,0,No,No,9,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.46,619.45,Yes
CUST-03129,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,109.24,1969.89,No
CUST-03130,Female,0,No,No,9,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),100.5,856.44,No
CUST-03131,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),48.16,1528.57,No
CUST-03132,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,95.85,3601.31,No
CUST-03133,Female,0,No,Yes,55,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,87.33,4770.93,Yes
CUST-03134,Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),32.68,1178.81,No
CUST-03135,Female,0,No,No,39,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.31,3087.59,Yes
CUST-03136,Male,0,No,No,33,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,97.85,3238.02,No
CUST-03137,Female,0,No,Yes,71,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,31.99,2498.3,No
CUST-03138,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,24.65,312.11,Yes
CUST-03139,Male,0,Yes,No,12,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),24.89,281.38,No
CUST-03140,Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,70.67,393.65,Yes
CUST-03141,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.62,474.94,No
CUST-03142,Male,0,No,No,5,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,66.12,311.81,No
CUST-03143,Male,0,Yes,No,12,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.37,771.68,No
CUST-03144,Male,0,No,Yes,24,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,38.72,867.09,Yes
CUST-03145,Male,0,Yes,No,67,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),115.73,7941.06,No
CUST-03146,Female,1,Yes,No,68,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),93.21,5903.18,Yes
CUST-03147,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Mailed check,57.95,2509.45,No
CUST-03148,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),105.39,2126.64,Yes
CUST-03149,Male,1,Yes,No,56,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),62.93,3793.84,Yes
CUST-03150,Male,0,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,90.62,4766.03,Yes
CUST-03151,Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),78.33,4929.94,No
CUST-03152,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,64.7,2174.87,No
CUST-03153,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,44.63,404.25,No
CUST-03154,Male,0,No,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),20.17,73.53,Yes
CUST-03155,Male,1,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.44,1314.36,Yes
CUST-03156,Male,0,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),82.9,260.75,Yes
CUST-03157,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,105.73,1246.84,Yes
CUST-03158,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),101.88,2626.24,Yes
CUST-03159,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.3,76.28,Yes
CUST-03160,Male,0,Yes,No,60,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),22.19,1396.04,No
CUST-03161,Female,1,No,No,13,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),24.77,314.19,Yes
CUST-03162,Male,1,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,36.48,72.48,No
CUST-03163,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),40.07,2834.62,No
CUST-03164,Male,1,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),56.5,825.17,No
CUST-03165,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),38.45,2045.65,No
CUST-03166,Male,0,Yes,No,22,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.66,981.48,Yes
CUST-03167,Female,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),24.59,937.25,Yes
CUST-03168,Male,0,Yes,Yes,11,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),59.5,697.8,No
CUST-03169,Female,0,No,No,26,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),71.35,1741.57,Yes
CUST-03170,Female,0,Yes,No,11,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,90.98,1044.94,Yes
CUST-03171,Male,0,No,Yes,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.06,1593.07,Yes
CUST-03172,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,110.98,321.03,No
CUST-03173,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,62.88,705.27,Yes
CUST-03174,Female,1,No,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,59.89,3656.93,No
CUST-03175,Male,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,114.65,2781.84,Yes
CUST-03176,Female,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,70.96,2288.76,No
CUST-03177,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,44.45,1478.51,No
CUST-03178,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.94,59.89,No
CUST-03179,Male,0,No,Yes,1,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),106.27,104.43,No
CUST-03180,Male,0,No,No,64,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.93,6230.9,Yes
CUST-03181,Male,0,Yes,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,83.26,1013.09,Yes
CUST-03182,Male,0,No,Yes,18,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,62.94,,Yes
CUST-03183,Male,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),97.68,3960.86,No
CUST-03184,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,45.55,495.42,No
CUST-03185,Female,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,40.32,1878.59,Yes
CUST-03186,Female,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),111.75,2601.13,No
CUST-03187,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.26,1425.36,No
CUST-03188,Female,0,No,No,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),109.44,1260.64,Yes
CUST-03189,Female,0,No,Yes,9,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,41.23,358.32,Yes
CUST-03190,Female,1,No,No,52,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,113.02,5643.6,No
CUST-03191,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),56.83,836.06,No
CUST-03192,Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),56.85,1045.62,No
CUST-03193,Male,0,No,No,48,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,22.93,1086.64,Yes
CUST-03194,Male,0,No,No,35,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.18,3278.49,No
CUST-03195,Female,0,No,No,22,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),105.32,2470.41,No
CUST-03196,Female,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.87,996.88,Yes
CUST-03197,Female,1,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,92.29,4456.88,Yes
CUST-03198,Male,0,No,No,8,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,49.23,371.63,No
CUST-03199,Male,0,No,No,63,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),85.81,5242.82,Yes
CUST-03200,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),19.64,125.86,No
CUST-03201,Male,0,No,Yes,50,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.33,4902.74,No
CUST-03202,Male,0,No,No,21,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),110.46,2382.65,Yes
CUST-03203,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),42.12,330.34,No
CUST-03204,Male,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),25.55,531.96,Yes
CUST-03205,Male,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,89.15,837.33,Yes
CUST-03206,Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.11,649.64,Yes
CUST-03207,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,107.76,1189.71,Yes
CUST-03208,Male,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,111.67,6473.75,No
CUST-03209,Female,0,No,No,5,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,85.28,430.91,Yes
CUST-03210,Male,1,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),57.96,4265.59,Yes
CUST-03211,Male,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,62.08,58.68,Yes
CUST-03212,Female,0,Yes,No,36,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,110.52,4323.92,Yes
CUST-03213,Female,0,No,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,85.43,4795.75,No
CUST-03214,Female,0,No,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,80.06,5024.26,No
CUST-03215,Male,0,Yes,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,84.82,607.32,Yes
CUST-03216,Female,0,No,No,40,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,102.58,3820.15,No
CUST-03217,Male,1,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.76,118.95,No
CUST-03218,Female,0,No,No,17,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,35.06,593.16,Yes
CUST-03219,Male,0,No,Yes,43,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,41.0,1611.51,No
CUST-03220,Female,0,No,No,16,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),39.58,650.97,No
CUST-03221,Female,1,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,71.03,989.34,No
CUST-03222,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,48.62,261.91,Yes
CUST-03223,Female,1,No,Yes,3,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,55.32,178.88,Yes
CUST-03224,Male,1,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,68.16,325.01,Yes
CUST-03225,Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,71.87,4260.02,Yes
CUST-03226,Female,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),63.64,69.77,No
CUST-03227,Male,1,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,74.61,2748.05,No
CUST-03228,Female,0,Yes,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.01,2044.05,No
CUST-03229,Male,0,Yes,Yes,30,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.36,2198.08,Yes
CUST-03230,Female,0,No,No,43,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),55.39,2466.87,No
CUST-03231,Female,0,Yes,No,36,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.7,4332.49,Yes
CUST-03232,Female,0,No,No,23,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.1,2644.56,No
CUST-03233,Male,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),95.89,1856.12,Yes
CUST-03234,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),101.39,6066.56,Yes
CUST-03235,Female,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,115.97,8040.42,No
CUST-03236,Female,0,No,No,36,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,37.08,1398.73,Yes
CUST-03237,Male,1,No,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),82.81,698.08,Yes
CUST-03238,Male,0,Yes,No,22,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,33.38,736.76,No
CUST-03239,Female,0,No,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,43.12,1169.91,No
CUST-03240,Male,0,No,Yes,45,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,61.09,2530.05,No
CUST-03241,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),30.98,1111.34,No
CUST-03242,Female,1,No,No,26,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,52.59,1366.37,No
CUST-03243,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,77.48,3087.07,No
CUST-03244,Female,0,No,No,2,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,30.39,66.46,No
CUST-03245,Female,1,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),80.27,3532.46,No
CUST-03246,Female,1,No,No,9,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,56.4,519.93,Yes
CUST-03247,Female,0,No,No,36,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,55.5,1989.65,No
CUST-03248,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,108.01,523.96,No
CUST-03249,Male,0,No,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,57.52,268.36,No
CUST-03250,Male,0,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.23,178.03,No
CUST-03251,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),110.33,6633.12,Yes
CUST-03252,Male,0,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.6,3068.6,No
CUST-03253,Male,0,Yes,No,17,No,No phone service,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),84.61,1444.83,No
CUST-03254,Male,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.61,2244.27,No
CUST-03255,Female,0,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,91.34,3396.53,Yes
CUST-03256,Female,1,No,No,34,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),39.14,1253.67,No
CUST-03257,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.75,595.67,No
CUST-03258,Female,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),73.7,70.38,Yes
CUST-03259,Male,1,No,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,110.87,1107.1,No
CUST-03260,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.58,231.34,Yes
CUST-03261,Female,0,Yes,No,37,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),49.43,1933.15,No
CUST-03262,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.18,775.12,Yes
CUST-03263,Male,0,No,Yes,22,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,33.92,723.23,Yes
CUST-03264,Female,0,No,Yes,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,86.45,1523.55,Yes
CUST-03265,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),66.17,500.8,Yes
CUST-03266,Female,1,Yes,No,67,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Mailed check,35.51,2559.85,No
CUST-03267,Female,0,No,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,65.33,4040.07,No
CUST-03268,Male,0,No,No,4,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),29.43,108.75,No
CUST-03269,Female,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),81.15,3853.5,No
CUST-03270,Female,0,Yes,No,24,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),28.54,625.16,Yes
CUST-03271,Male,1,No,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Electronic check,94.21,4487.46,Yes
CUST-03272,Male,0,No,Yes,7,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,86.95,659.07,No
CUST-03273,Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,24.63,158.58,No
CUST-03274,Male,0,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,26.13,1635.48,No
CUST-03275,Female,0,Yes,Yes,59,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),50.34,3083.63,No
CUST-03276,Female,0,Yes,No,23,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,31.22,712.19,Yes
CUST-03277,Male,0,Yes,Yes,56,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),51.23,2765.0,No
CUST-03278,Female,0,Yes,No,37,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,38.89,1465.52,No
CUST-03279,Female,1,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),86.37,681.1,No
CUST-03280,Female,1,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,31.05,476.64,No
CUST-03281,Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,21.82,122.98,Yes
CUST-03282,Male,1,Yes,No,47,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),40.55,2026.0,No
CUST-03283,Male,0,Yes,Yes,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.82,3970.29,No
CUST-03284,Female,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,20.28,599.32,No
CUST-03285,Male,0,Yes,No,36,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.82,3540.07,Yes
CUST-03286,Female,0,No,No,44,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),93.09,3888.43,Yes
