customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,avg_monthly_charge,charge_tenure_ratio,customer_lifetime_value,engagement_score,service_utilization_score,contract_risk_score,loyalty_score,churn_risk_index,tenure_group,is_new_customer,has_autopay,has_fiber
CUST-01522,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,73.71,2844.32,No,67.72,1.088,3095.82,77.8,78.6,1.0,38.9,25.0,24-48,0,0,1
CUST-01523,Male,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),94.59,5312.06,Yes,88.53,1.068,5675.4,11.1,7.1,0.1,71.6,45.0,48+,0,1,0
CUST-01524,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,84.98,720.03,Yes,90.0,0.944,679.84,33.3,42.9,1.0,11.1,55.0,6-12,0,0,1
CUST-01525,Male,0,No,No,62,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),95.26,6248.54,No,100.78,0.945,5906.12,33.3,42.9,0.1,77.1,20.0,48+,0,1,1
CUST-01526,Male,0,No,Yes,6,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,31.55,196.15,No,32.69,0.965,189.3,44.4,42.9,1.0,12.2,55.0,0-6,0,0,0
CUST-01527,Male,0,Yes,No,43,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),32.43,1506.04,No,35.02,0.926,1394.49,44.4,50.0,0.1,68.8,0.0,24-48,0,1,1
CUST-01528,Male,1,No,Yes,67,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,68.71,4187.12,Yes,62.49,1.1,4603.57,66.7,64.3,0.3,78.6,0.0,48+,0,0,1
CUST-01529,Female,1,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.41,702.26,Yes,100.32,0.971,681.87,77.8,85.7,1.0,19.4,75.0,6-12,0,1,1
CUST-01530,Female,0,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,85.07,1902.99,No,90.62,0.939,1786.47,77.8,78.6,0.1,63.2,0.0,12-24,0,0,0
CUST-01531,Female,1,No,No,16,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),97.94,1573.53,Yes,98.35,0.996,1567.04,44.4,57.1,1.0,17.8,45.0,12-24,0,1,0
CUST-01532,Female,0,No,No,19,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.71,1021.26,No,53.75,1.018,1039.49,33.3,42.9,1.0,17.2,25.0,12-24,0,0,0
CUST-01533,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,21.67,1010.56,Yes,22.46,0.965,975.15,33.3,35.7,0.3,59.7,0.0,24-48,0,0,1
CUST-01534,Male,1,No,Yes,37,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),29.72,1145.92,No,30.97,0.96,1099.64,44.4,42.9,0.3,57.4,0.0,24-48,0,1,0
CUST-01535,Male,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,47.47,3343.24,No,49.17,0.965,3227.96,11.1,7.1,0.3,68.0,25.0,48+,0,0,0
CUST-01536,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,110.71,967.14,No,120.89,0.916,885.68,11.1,7.1,0.3,34.7,75.0,6-12,0,0,0
CUST-01537,Male,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),92.02,2817.48,No,100.62,0.915,2576.56,11.1,7.1,1.0,17.8,50.0,24-48,0,1,0
CUST-01538,Female,0,No,Yes,22,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,78.77,1777.75,Yes,80.81,0.975,1732.94,44.4,50.0,0.1,57.1,0.0,12-24,0,0,1
CUST-01539,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,108.8,7235.51,Yes,116.7,0.932,6745.6,44.4,50.0,0.1,79.3,20.0,48+,0,0,1
CUST-01540,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.3475,55.605,No,55.6,0.348,19.35,22.2,14.3,1.0,5.0,80.0,0-6,1,1,0
CUST-01541,Male,1,No,Yes,71,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),70.5,4732.87,Yes,66.66,1.058,5005.5,33.3,35.7,1.0,46.1,25.0,48+,0,1,1
CUST-01542,Male,0,No,Yes,24,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),88.84,2230.27,No,92.93,0.956,2132.16,55.6,64.3,1.0,24.5,25.0,12-24,0,1,0
CUST-01543,Female,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),20.99,688.32,No,20.24,1.037,713.66,55.6,57.1,1.0,30.0,25.0,24-48,0,1,1
CUST-01544,Male,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),91.11,1641.39,Yes,96.55,0.944,1548.87,44.4,50.0,1.0,18.3,25.0,12-24,0,1,1
CUST-01545,Female,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,84.46,4459.63,Yes,81.08,1.042,4645.3,55.6,64.3,0.1,77.7,0.0,48+,0,0,1
CUST-01546,Female,0,No,No,30,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,79.56,2258.28,No,75.28,1.057,2386.8,22.2,28.6,0.3,49.1,25.0,24-48,0,0,0
CUST-01547,Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,114.78,4647.14,No,125.6,0.914,4246.86,11.1,7.1,1.0,22.8,70.0,24-48,0,0,0
CUST-01548,Male,1,Yes,No,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,36.52,1254.62,No,34.85,1.048,1314.72,44.4,50.0,1.0,28.9,25.0,24-48,0,0,1
CUST-01549,Male,1,No,No,17,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,115.94,2051.0,No,120.65,0.961,1970.98,33.3,35.7,0.1,52.1,20.0,12-24,0,0,0
CUST-01550,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.56,402.89,No,100.72,1.098,442.24,44.4,42.9,1.0,11.1,75.0,0-6,0,1,1
CUST-01551,Male,1,No,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,98.75,4937.29,No,98.75,1.0,4937.5,0.0,0.0,0.1,63.8,45.0,48+,0,0,0
CUST-01552,Male,0,Yes,No,13,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,110.65,1443.07,No,111.01,0.997,1438.45,44.4,50.0,0.1,52.1,20.0,12-24,0,0,0
CUST-01553,Male,0,Yes,No,54,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,115.15,6532.76,No,120.98,0.952,6218.1,33.3,42.9,1.0,36.7,45.0,48+,0,0,0
CUST-01554,Female,0,No,No,33,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,73.8,2525.23,No,76.52,0.964,2435.4,33.3,35.7,1.0,25.0,25.0,24-48,0,0,1
CUST-01555,Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),60.48,1056.08,No,62.12,0.974,1028.16,11.1,7.1,0.3,39.7,25.0,12-24,0,1,0
CUST-01556,Male,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,49.36,1511.53,Yes,47.24,1.045,1579.52,11.1,7.1,0.3,48.0,25.0,24-48,0,0,0
CUST-01557,Female,0,No,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),40.89,1452.37,No,40.34,1.014,1472.04,77.8,78.6,1.0,35.6,25.0,24-48,0,1,0
CUST-01558,Male,0,No,No,41,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,68.99,2883.17,No,70.32,0.981,2828.59,33.3,35.7,1.0,29.4,25.0,24-48,0,0,1
CUST-01559,Male,1,No,No,51,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,96.71,4828.44,Yes,94.68,1.021,4932.21,44.4,42.9,1.0,37.2,45.0,48+,0,0,0
CUST-01560,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,56.1,422.68,No,60.38,0.929,392.7,66.7,64.3,0.3,45.2,30.0,6-12,0,0,1
CUST-01561,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),100.96,7102.89,No,109.28,0.924,6562.4,44.4,50.0,1.0,45.0,45.0,48+,0,1,1
CUST-01562,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,68.27,1367.88,Yes,68.39,0.998,1365.4,66.7,64.3,1.0,24.5,25.0,12-24,0,0,1
CUST-01563,Female,0,No,No,55,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),42.76,2171.94,No,39.49,1.083,2351.8,44.4,50.0,0.1,75.4,0.0,48+,0,1,0
CUST-01564,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),79.99,758.49,No,75.85,1.055,799.9,44.4,50.0,1.0,14.4,55.0,6-12,0,1,0
CUST-01565,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,112.13,244.14,No,122.07,0.919,224.26,55.6,50.0,0.1,48.2,50.0,0-6,1,0,0
CUST-01566,Male,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.91,1109.87,No,37.0,0.944,1047.3,11.1,7.1,1.0,18.9,50.0,24-48,0,0,0
CUST-01567,Male,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.32,1086.21,No,72.41,0.957,1039.8,33.3,35.7,1.0,15.0,25.0,12-24,0,0,0
CUST-01568,Female,0,Yes,Yes,70,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),25.31,1727.67,No,24.68,1.026,1771.7,33.3,35.7,1.0,45.5,25.0,48+,0,1,0
CUST-01569,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),95.4,462.97,Yes,92.59,1.03,477.0,11.1,7.1,1.0,5.0,100.0,0-6,0,1,0
CUST-01570,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,106.32,215.09,No,107.54,0.989,212.64,33.3,42.9,1.0,7.8,75.0,0-6,1,0,0
CUST-01571,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),36.76,74.47,No,37.24,0.987,73.52,44.4,50.0,1.0,10.0,55.0,0-6,1,1,0
CUST-01572,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),32.38,330.51,No,33.05,0.98,323.8,33.3,35.7,1.0,12.2,55.0,6-12,0,1,1
CUST-01573,Female,0,No,No,31,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,21.57,678.56,Yes,21.89,0.985,668.67,55.6,57.1,0.1,64.3,0.0,24-48,0,0,0
CUST-01574,Female,0,Yes,Yes,26,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.72,2298.14,No,88.39,1.038,2384.72,55.6,64.3,1.0,25.6,25.0,24-48,0,0,1
CUST-01575,Female,0,No,No,16,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,22.48,336.71,Yes,21.04,1.068,359.68,22.2,28.6,1.0,13.3,50.0,12-24,0,0,0
CUST-01576,Male,0,No,No,4,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,115.86,507.07,Yes,126.77,0.914,463.44,77.8,78.6,1.0,17.8,75.0,0-6,0,0,0
CUST-01577,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.73,392.43,Yes,39.24,1.089,427.3,11.1,7.1,1.0,7.8,80.0,6-12,0,0,0
CUST-01578,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),78.1,664.51,Yes,83.06,0.94,624.8,33.3,35.7,1.0,11.1,55.0,6-12,0,1,1
CUST-01579,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),84.63,3498.0,Yes,79.5,1.065,3723.72,44.4,50.0,1.0,33.3,25.0,24-48,0,1,1
CUST-01580,Male,1,No,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.04,1745.03,No,37.13,0.917,1599.88,0.0,0.0,0.3,54.1,25.0,24-48,0,0,0
CUST-01581,Female,1,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.91,1593.56,Yes,33.91,1.0,1593.77,11.1,7.1,1.0,28.3,50.0,24-48,0,1,0
CUST-01582,Female,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,19.8,1302.79,Yes,19.16,1.033,1346.4,44.4,50.0,1.0,46.7,25.0,48+,0,0,1
CUST-01583,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),93.86,5900.0,No,101.72,0.923,5443.88,22.2,14.3,1.0,36.7,70.0,48+,0,1,0
CUST-01584,Female,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,31.23,755.85,Yes,30.23,1.033,780.75,44.4,42.9,0.1,58.8,0.0,24-48,0,0,1
CUST-01585,Female,1,No,No,20,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,48.64,978.27,No,48.91,0.994,972.8,55.6,57.1,1.0,22.2,25.0,12-24,0,0,1
CUST-01586,Female,1,No,No,61,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,69.9,4519.59,Yes,74.09,0.943,4263.9,44.4,57.1,0.3,70.8,0.0,48+,0,0,1
CUST-01587,Male,0,Yes,Yes,33,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,94.93,3287.65,No,99.63,0.953,3132.69,55.6,64.3,1.0,29.5,45.0,24-48,0,0,1
CUST-01588,Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),45.59,639.52,No,49.19,0.927,592.67,44.4,42.9,0.1,52.1,0.0,12-24,0,1,1
CUST-01589,Male,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),93.66,2735.31,Yes,91.18,1.027,2809.8,55.6,57.1,1.0,27.8,45.0,24-48,0,1,1
CUST-01590,Female,0,Yes,Yes,71,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,55.73,3722.55,No,52.43,1.063,3956.83,33.3,35.7,0.3,74.1,0.0,48+,0,0,0
CUST-01591,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),84.93,4526.19,No,83.82,1.013,4586.22,55.6,57.1,0.3,69.1,0.0,48+,0,1,1
CUST-01592,Male,0,Yes,No,12,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),59.57,740.99,No,61.75,0.965,714.84,55.6,64.3,0.3,45.8,0.0,6-12,0,1,0
CUST-01593,Female,1,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),107.08,6731.05,No,101.99,1.05,7067.28,11.1,7.1,0.1,74.9,45.0,48+,0,1,0
CUST-01594,Female,0,No,No,70,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.13,3706.27,No,52.95,0.966,3579.1,55.6,57.1,1.0,50.0,25.0,48+,0,1,0
CUST-01595,Female,0,Yes,No,10,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,90.39,844.19,No,84.42,1.071,903.9,55.6,64.3,0.1,52.7,30.0,6-12,0,0,0
CUST-01596,Female,1,Yes,No,59,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.34,5079.03,Yes,86.09,0.91,4622.06,33.3,42.9,1.0,39.4,25.0,48+,0,1,1
CUST-01597,Female,1,No,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),100.16,5865.37,No,101.13,0.99,5809.28,22.2,28.6,0.3,64.7,45.0,48+,0,1,0
CUST-01598,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),107.89,197.55,No,98.78,1.092,215.78,22.2,14.3,1.0,5.6,100.0,0-6,1,1,0
CUST-01599,Female,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,110.59,3779.3,No,102.14,1.083,4091.83,22.2,14.3,0.3,53.0,45.0,24-48,0,0,0
CUST-01600,Male,0,No,No,14,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),82.16,1171.02,No,83.64,0.982,1150.24,22.2,28.6,1.0,12.2,50.0,12-24,0,1,0
CUST-01601,Female,0,No,No,38,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),49.49,1901.33,No,50.04,0.989,1880.62,22.2,28.6,0.3,53.6,25.0,24-48,0,1,0
CUST-01602,Male,1,No,No,61,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,25.15,1507.67,No,24.72,1.017,1534.15,44.4,42.9,1.0,42.8,25.0,48+,0,0,0
CUST-01603,Female,1,No,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,40.31,1029.06,Yes,41.16,0.979,1007.75,44.4,42.9,0.3,50.8,0.0,24-48,0,0,1
CUST-01604,Male,0,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.9,641.88,No,32.09,1.088,698.0,22.2,14.3,1.0,15.6,50.0,12-24,0,1,0
CUST-01605,Female,0,No,No,62,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),38.38,2200.0,No,35.48,1.082,2379.56,55.6,64.3,1.0,45.6,25.0,48+,0,1,1
CUST-01606,Male,0,Yes,No,69,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,112.25,7235.51,Yes,104.86,1.07,7745.25,66.7,71.4,1.0,51.7,45.0,48+,0,0,0
CUST-01607,Female,1,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.09,217.52,Yes,72.51,0.939,204.27,22.2,28.6,1.0,6.1,80.0,0-6,1,0,0
CUST-01608,Male,0,Yes,No,62,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,61.65,3623.17,No,58.44,1.055,3822.3,22.2,28.6,0.1,74.9,25.0,48+,0,0,0
CUST-01609,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,41.07,172.08,No,43.02,0.955,164.28,22.2,14.3,0.3,34.7,55.0,0-6,0,0,0
CUST-01610,Male,0,Yes,No,16,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.41,1111.76,Yes,69.48,0.985,1094.56,44.4,42.9,1.0,17.8,25.0,12-24,0,0,0
CUST-01611,Male,0,No,Yes,46,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,117.52,5235.18,No,113.81,1.033,5405.92,55.6,57.1,0.1,72.7,20.0,24-48,0,0,0
CUST-01612,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.31,1709.37,No,36.37,1.081,1847.57,11.1,7.1,1.0,28.3,50.0,24-48,0,0,0
CUST-01613,Female,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),46.95,2061.9,No,49.09,0.956,1971.9,55.6,64.3,1.0,34.5,25.0,24-48,0,1,1
CUST-01614,Male,1,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),95.02,187.57,Yes,93.78,1.013,190.04,66.7,71.4,0.3,42.5,50.0,0-6,1,1,1
CUST-01615,Female,1,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.59,683.99,Yes,114.0,0.979,669.54,66.7,64.3,0.1,52.7,50.0,0-6,0,1,1
CUST-01616,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,71.06,4498.4,Yes,70.29,1.011,4547.84,44.4,50.0,0.3,72.4,0.0,48+,0,0,1
CUST-01617,Male,0,No,No,4,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,95.94,398.37,Yes,99.59,0.963,383.76,33.3,35.7,1.0,8.9,75.0,0-6,0,0,1
CUST-01618,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,19.87,72.42,Yes,18.1,1.098,79.48,77.8,71.4,0.1,53.8,30.0,0-6,0,0,1
CUST-01619,Female,0,Yes,Yes,53,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),82.64,3984.64,No,75.18,1.099,4379.92,22.2,28.6,1.0,33.9,50.0,48+,0,1,0
CUST-01620,Male,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.54,751.48,Yes,21.47,1.05,788.9,11.1,7.1,0.1,57.7,25.0,24-48,0,0,0
CUST-01621,Male,1,Yes,No,16,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),117.73,1997.03,No,124.81,0.943,1883.68,33.3,35.7,0.1,51.5,20.0,12-24,0,1,0
CUST-01622,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),73.71,508.4,Yes,72.63,1.015,515.97,44.4,42.9,0.3,40.8,30.0,6-12,0,1,1
CUST-01623,Female,0,Yes,No,58,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.44,2188.07,No,37.73,0.913,1997.52,44.4,50.0,1.0,41.1,25.0,48+,0,0,1
CUST-01624,Female,1,Yes,No,71,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,104.9,7235.51,No,101.91,1.029,7447.9,44.4,42.9,1.0,48.3,45.0,48+,0,0,1
CUST-01625,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),90.26,276.85,Yes,92.28,0.978,270.78,44.4,50.0,0.3,38.5,30.0,0-6,1,1,1
CUST-01626,Male,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,52.07,1436.74,Yes,49.54,1.051,1510.03,55.6,64.3,1.0,27.2,25.0,24-48,0,0,1
CUST-01627,Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.67,259.2,No,21.6,1.05,272.04,11.1,7.1,0.3,36.9,25.0,6-12,0,1,0
CUST-01628,Male,0,No,Yes,52,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.33,4194.83,Yes,80.67,1.033,4333.16,22.2,28.6,1.0,33.3,50.0,48+,0,0,1
CUST-01629,Male,0,No,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,82.15,1405.71,Yes,87.86,0.935,1314.4,55.6,64.3,1.0,20.0,25.0,12-24,0,0,1
CUST-01630,Female,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,49.65,2157.23,No,52.62,0.944,2035.65,55.6,57.1,0.3,61.9,0.0,24-48,0,0,1
CUST-01631,Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),83.02,2433.86,Yes,86.92,0.955,2324.56,33.3,35.7,0.3,50.2,0.0,24-48,0,1,1
CUST-01632,Male,1,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.28,992.8,No,35.46,0.995,987.84,11.1,7.1,1.0,17.8,50.0,24-48,0,1,0
CUST-01633,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,111.1,5951.24,No,108.2,1.027,6110.5,33.3,42.9,1.0,37.2,45.0,48+,0,0,1
CUST-01634,Male,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,54.99,1324.42,No,57.58,0.955,1264.77,55.6,57.1,0.1,59.9,0.0,12-24,0,0,1
CUST-01635,Male,0,No,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.74,1760.98,Yes,32.61,1.035,1821.96,0.0,0.0,1.0,30.0,50.0,48+,0,0,0
